,uuid,fieldname,title,description,type,ratio_t,ratio_d
53,0b12fb8c-ee0f-40c0-9c53-b6826b786a0c,dmp/project/funding/,Funder,"Specify the name of the funder that you ask for funding for your project. If the funder is not present in the suggested list, please specify a complete URL to the funder web site.
",Matched,62,100
54,54ff3b18-652f-4235-8f9f-3c87e2d63169,dmp/project/funding/funding_status,Funding Status,,Matched,100,0
55,73d686bd-7939-412e-8631-502ee6d9ea7b,dmp/contributor/,Contributor,Each person contributing to creating or executing the data management plan should be added as a contributor,Matched,100,100
56,6155ad47-3d1e-4488-9f2a-742de1e56580,dmp/contributor/name,Name,,Matched,100,0
57,3a2ffc13-6a0e-4976-bb34-14ab6d938348,dmp/contributor/mbox,Mail address,,Matched,12,0
58,6295a55d-48d7-4f3c-961a-45b38eeea41f,dmp/contributor/contributor_id/,ORCID Identifier,,Matched,47,0
59,829dcda6-db8a-40ac-819a-92b9b52490f5,dmp/contributor/role,Role,,Matched,100,0
60,c3dabaaf-c946-4a0d-889c-ede966f97667,dmp/project/,Name the project(s) that are you will be working on and for which the data and work are described in this DMP,,Matched,100,0
61,f0ef08fd-d733-465c-bc66-5de0b826c41b,dmp/project/title,Project name,,Matched,12,0
62,22583d74-3c98-4e0a-b363-26d767c88212,dmp/project/description,Project abstract,,Matched,30,0
63,de84b9b5-bcd0-4954-8370-72ea83916b8c,dmp/project/start,Date the project will start,,Matched,100,0
64,cabc6f07-6015-454e-b97a-c34db4ec0c60,dmp/project/end,Date the project will end,,Matched,100,0
65,0b12fb8c-ee0f-40c0-9c53-b6826b786a0c,dmp/project/funding/,Funder,"Specify the name of the funder that you ask for funding for your project. If the funder is not present in the suggested list, please specify a complete URL to the funder web site.
",Matched,62,100
66,54ff3b18-652f-4235-8f9f-3c87e2d63169,dmp/project/funding/funding_status,Funding Status,,Matched,100,0
67,1ccbd0bb-4263-4240-9dc5-936ef09eef53,dmp/project/funding/grant_id/,Grant number,,Matched,77,0
68,1ccbd0bb-4263-4240-9dc5-936ef09eef53,dmp/project/funding/grant_id/,Grant number,,Matched,77,0
69,54ff3b18-652f-4235-8f9f-3c87e2d63169,dmp/project/funding/funding_status,Funding Status,,Matched,100,0
70,1ccbd0bb-4263-4240-9dc5-936ef09eef53,dmp/project/funding/grant_id/,Grant number,,Matched,77,0
71,0b12fb8c-ee0f-40c0-9c53-b6826b786a0c,dmp/project/funding/,Funder,"Specify the name of the funder that you ask for funding for your project. If the funder is not present in the suggested list, please specify a complete URL to the funder web site.
",Matched,62,100
72,cabc6f07-6015-454e-b97a-c34db4ec0c60,dmp/project/end,Date the project will end,,Matched,100,0
73,de84b9b5-bcd0-4954-8370-72ea83916b8c,dmp/project/start,Date the project will start,,Matched,100,0
74,22583d74-3c98-4e0a-b363-26d767c88212,dmp/project/description,Project abstract,,Matched,30,0
75,f0ef08fd-d733-465c-bc66-5de0b826c41b,dmp/project/title,Project name,,Matched,12,0
76,c3dabaaf-c946-4a0d-889c-ede966f97667,dmp/project/,Name the project(s) that are you will be working on and for which the data and work are described in this DMP,,Matched,100,0
77,829dcda6-db8a-40ac-819a-92b9b52490f5,dmp/contributor/role,Role,,Matched,100,0
78,6295a55d-48d7-4f3c-961a-45b38eeea41f,dmp/contributor/contributor_id/,ORCID Identifier,,Matched,47,0
79,3a2ffc13-6a0e-4976-bb34-14ab6d938348,dmp/contributor/mbox,Mail address,,Matched,12,0
80,6155ad47-3d1e-4488-9f2a-742de1e56580,dmp/contributor/name,Name,,Matched,100,0
81,73d686bd-7939-412e-8631-502ee6d9ea7b,dmp/contributor/,Contributor,Each person contributing to creating or executing the data management plan should be added as a contributor,Matched,100,100
82,c3dabaaf-c946-4a0d-889c-ede966f97667,dmp/project/,Name the project(s) that are you will be working on and for which the data and work are described in this DMP,,Matched,100,0
83,73d686bd-7939-412e-8631-502ee6d9ea7b,dmp/contributor/,Contributor,Each person contributing to creating or executing the data management plan should be added as a contributor,Matched,100,100
84,c3dabaaf-c946-4a0d-889c-ede966f97667,dmp/project/,Name the project(s) that are you will be working on and for which the data and work are described in this DMP,,Matched,100,0
85,c3dabaaf-c946-4a0d-889c-ede966f97667,dmp/project/,Name the project(s) that are you will be working on and for which the data and work are described in this DMP,,Matched,100,0
86,68530470-1f1c-4448-8593-63a288713a66,dmp/contributor/affiliation/,Affiliation,,Matched,100,0
87,c3dabaaf-c946-4a0d-889c-ede966f97667,dmp/project/,Name the project(s) that are you will be working on and for which the data and work are described in this DMP,,Matched,100,0
88,829dcda6-db8a-40ac-819a-92b9b52490f5,dmp/contributor/role,Role,,Matched,100,0
89,73d686bd-7939-412e-8631-502ee6d9ea7b,dmp/contributor/,Contributor,Each person contributing to creating or executing the data management plan should be added as a contributor,Matched,100,100
90,6155ad47-3d1e-4488-9f2a-742de1e56580,dmp/contributor/name,Name,,Matched,100,0
91,3a2ffc13-6a0e-4976-bb34-14ab6d938348,dmp/contributor/mbox,Mail address,,Matched,12,0
92,6295a55d-48d7-4f3c-961a-45b38eeea41f,dmp/contributor/contributor_id/,ORCID Identifier,,Matched,47,0
93,68530470-1f1c-4448-8593-63a288713a66,dmp/contributor/affiliation/,Affiliation,,Matched,100,0
94,829dcda6-db8a-40ac-819a-92b9b52490f5,dmp/contributor/role,Role,,Matched,100,0
95,c3dabaaf-c946-4a0d-889c-ede966f97667,dmp/project/,Name the project(s) that are you will be working on and for which the data and work are described in this DMP,,Matched,100,0
96,f0ef08fd-d733-465c-bc66-5de0b826c41b,dmp/project/title,Project name,,Matched,12,0
97,22583d74-3c98-4e0a-b363-26d767c88212,dmp/project/description,Project abstract,,Matched,30,0
98,de84b9b5-bcd0-4954-8370-72ea83916b8c,dmp/project/start,Date the project will start,,Matched,100,0
99,cabc6f07-6015-454e-b97a-c34db4ec0c60,dmp/project/end,Date the project will end,,Matched,100,0
100,cabc6f07-6015-454e-b97a-c34db4ec0c60,dmp/project/end,Date the project will end,,Matched,100,0
101,0b12fb8c-ee0f-40c0-9c53-b6826b786a0c,dmp/project/funding/,Funder,"Specify the name of the funder that you ask for funding for your project. If the funder is not present in the suggested list, please specify a complete URL to the funder web site.
",Matched,62,100
102,54ff3b18-652f-4235-8f9f-3c87e2d63169,dmp/project/funding/funding_status,Funding Status,,Matched,100,0
103,1ccbd0bb-4263-4240-9dc5-936ef09eef53,dmp/project/funding/grant_id/,Grant number,,Matched,77,0
104,68530470-1f1c-4448-8593-63a288713a66,dmp/contributor/affiliation/,Affiliation,,Matched,100,0
105,c3dabaaf-c946-4a0d-889c-ede966f97667,dmp/project/,Name the project(s) that are you will be working on and for which the data and work are described in this DMP,,Matched,100,0
106,1ffc4e27-d02b-4c99-b855-f7b9079de2b5,dmp/project/partner_organization/,Partner Organization,,Matched,100,0
107,1ffc4e27-d02b-4c99-b855-f7b9079de2b5,dmp/project/partner_organization/,Partner Organization,,Matched,100,0
108,1ffc4e27-d02b-4c99-b855-f7b9079de2b5,dmp/project/partner_organization/,Partner Organization,,Matched,100,0
109,1ffc4e27-d02b-4c99-b855-f7b9079de2b5,dmp/project/partner_organization/,Partner Organization,,Matched,100,0
110,1ffc4e27-d02b-4c99-b855-f7b9079de2b5,dmp/project/partner_organization/,Partner Organization,,Matched,100,0
111,1ffc4e27-d02b-4c99-b855-f7b9079de2b5,dmp/project/partner_organization/,Partner Organization,,Matched,100,0
112,d6d7a9e7-7fd4-4973-947e-ed334a25295d,dmp/project/partner_organization/name,Organization name,,Matched,100,0
113,1ffc4e27-d02b-4c99-b855-f7b9079de2b5,dmp/project/partner_organization/,Partner Organization,,Matched,100,0
114,1ffc4e27-d02b-4c99-b855-f7b9079de2b5,dmp/project/partner_organization/,Partner Organization,,Matched,100,0
115,d6d7a9e7-7fd4-4973-947e-ed334a25295d,dmp/project/partner_organization/name,Organization name,,Matched,100,0
116,1ffc4e27-d02b-4c99-b855-f7b9079de2b5,dmp/project/partner_organization/,Partner Organization,,Matched,100,0
117,d6d7a9e7-7fd4-4973-947e-ed334a25295d,dmp/project/partner_organization/name,Organization name,,Matched,100,0
118,1ffc4e27-d02b-4c99-b855-f7b9079de2b5,dmp/project/partner_organization/,Partner Organization,,Matched,100,0
119,d6d7a9e7-7fd4-4973-947e-ed334a25295d,dmp/project/partner_organization/name,Organization name,,Matched,100,0
120,1ffc4e27-d02b-4c99-b855-f7b9079de2b5,dmp/project/partner_organization/,Partner Organization,,Matched,100,0
121,795ba3d2-bd62-4e3d-a14c-e90f6e32962c,dmp/project/partner_organization/partner_organization_id/,Partner organization identifier,Provide the identifier of the organization you are partnering with.,Matched,93,69
122,c01d467e-e95e-49cb-a9d6-0860dd8b0b4d,dmp/project/partner_organization/partner_organization_id/type,Organization identifier type,Provide the type of the identifier.,Matched,100,100
123,795ba3d2-bd62-4e3d-a14c-e90f6e32962c,dmp/project/partner_organization/partner_organization_id/,Partner organization identifier,Provide the identifier of the organization you are partnering with.,Matched,93,69
124,8fbe5db7-b1e4-41da-a0ad-9419327a18b5,dmp/project/partner_organization/partner_organization_id/identifier,Organization identifier,Provide the identifier of the organization you are partnering with.,Matched,100,100
125,c01d467e-e95e-49cb-a9d6-0860dd8b0b4d,dmp/project/partner_organization/partner_organization_id/type,Organization identifier type,Provide the type of the identifier.,Matched,100,100
126,8fbe5db7-b1e4-41da-a0ad-9419327a18b5,dmp/project/partner_organization/partner_organization_id/identifier,Organization identifier,Provide the identifier of the organization you are partnering with.,Matched,100,100
127,8fbe5db7-b1e4-41da-a0ad-9419327a18b5,dmp/project/partner_organization/partner_organization_id/identifier,Organization identifier,Provide the identifier of the organization you are partnering with.,Matched,100,100
128,c01d467e-e95e-49cb-a9d6-0860dd8b0b4d,dmp/project/partner_organization/partner_organization_id/type,Organization identifier type,Provide the type of the identifier.,Matched,100,100
129,1ffc4e27-d02b-4c99-b855-f7b9079de2b5,dmp/project/partner_organization/,Partner Organization,,Matched,100,0
130,d6d7a9e7-7fd4-4973-947e-ed334a25295d,dmp/project/partner_organization/name,Organization name,,Matched,100,0
131,795ba3d2-bd62-4e3d-a14c-e90f6e32962c,dmp/project/partner_organization/partner_organization_id/,Partner organization identifier,Provide the identifier of the organization you are partnering with.,Matched,93,69
132,1ffc4e27-d02b-4c99-b855-f7b9079de2b5,dmp/project/partner_organization/,Partner Organization,,Matched,100,0
133,d5a2aa4d-8a56-4406-a58e-ab6c7f16d0e8,dmp/project/partner_organization/agreement_description,Agreement description,Give a description of the agreement between you and this partner organization.,Matched,100,100
134,1ffc4e27-d02b-4c99-b855-f7b9079de2b5,dmp/project/partner_organization/,Partner Organization,,Matched,100,0
135,d5a2aa4d-8a56-4406-a58e-ab6c7f16d0e8,dmp/project/partner_organization/agreement_description,Agreement description,Give a description of the agreement between you and this partner organization.,Matched,100,100
136,1ffc4e27-d02b-4c99-b855-f7b9079de2b5,dmp/project/partner_organization/,Partner Organization,,Matched,100,0
137,2c794f1f-5292-4fa1-aec0-3bdec0e291da,dmp/project/partner_organization/agreement_download,Agreement link,Provide a link/URL to the agreement between you and your partner organization.,Matched,78,67
138,1ffc4e27-d02b-4c99-b855-f7b9079de2b5,dmp/project/partner_organization/,Partner Organization,,Matched,100,0
139,6852841a-630a-4db3-9239-55b8ea79c0e7,dmp/project/partner_organization/agreement_type,Agreement type,Provide the type of the agreement between you and your partner organization.,Matched,100,100
140,d5a2aa4d-8a56-4406-a58e-ab6c7f16d0e8,dmp/project/partner_organization/agreement_description,Agreement description,Give a description of the agreement between you and this partner organization.,Matched,100,100
141,1ffc4e27-d02b-4c99-b855-f7b9079de2b5,dmp/project/partner_organization/,Partner Organization,,Matched,100,0
142,d6d7a9e7-7fd4-4973-947e-ed334a25295d,dmp/project/partner_organization/name,Organization name,,Matched,100,0
143,1ffc4e27-d02b-4c99-b855-f7b9079de2b5,dmp/project/partner_organization/,Partner Organization,,Matched,100,0
144,7da8808f-e6ec-476b-9af3-5fa158740680,dmp/contact/name,Contact name,Provide the name of the contact person for this DMP,Matched,100,100
145,95551fc6-f167-4439-9eeb-160d306a0539,dmp/contact/mbox,Contact e-mail,Provide the e-mail of the contact person for this DMP.,Matched,11,8
146,7da8808f-e6ec-476b-9af3-5fa158740680,dmp/contact/name,Contact name,Provide the name of the contact person for this DMP,Matched,100,100
147,95551fc6-f167-4439-9eeb-160d306a0539,dmp/contact/mbox,Contact e-mail,Provide the e-mail of the contact person for this DMP.,Matched,11,8
148,959ef91f-7d60-4d59-9671-70d4fe87d581,dmp/contact/contact_id/,New question,,Matched,27,0
149,959ef91f-7d60-4d59-9671-70d4fe87d581,dmp/contact/contact_id/,New question,,Matched,27,0
150,74d8de46-8705-4419-9cd6-57226e7997e9,dmp/contact/contact_id/identifier,Contact identifier,Provide the ID of the contact person.,Matched,100,29
151,959ef91f-7d60-4d59-9671-70d4fe87d581,dmp/contact/contact_id/,New question,,Matched,27,0
152,92174f32-0d71-45cc-9425-4ddf0f5fc59f,dmp/contact/contact_id/type,Identifier type,,Matched,100,0
153,8aa9dca8-b2c1-4565-87a9-72ac66fe269d,dmp/contact/succession_plan,Contact succession plan,Please describe the plan of succession given the contact person leaves (if one).,Matched,100,100
154,8aa9dca8-b2c1-4565-87a9-72ac66fe269d,dmp/contact/succession_plan,Contact succession plan,Please describe the plan of succession given the contact person leaves (if one).,Matched,100,100
155,68530470-1f1c-4448-8593-63a288713a66,dmp/contributor/affiliation/,Affiliation,,Matched,100,0
156,72922719-b14c-413f-a251-b4eb46abb480,dmp/contributor/affiliation/business/,Businness,Information about the affiliated business of the contributor.,Matched,94,100
157,3385193f-24df-4e96-8174-f60228c4ed46,dmp/contributor/affiliation/business/business_id/,Business identifier,,Matched,84,0
158,72922719-b14c-413f-a251-b4eb46abb480,dmp/contributor/affiliation/business/,Businness,Information about the affiliated business of the contributor.,Matched,94,100
159,72922719-b14c-413f-a251-b4eb46abb480,dmp/contributor/affiliation/business/,Businness,Information about the affiliated business of the contributor.,Matched,94,100
160,3385193f-24df-4e96-8174-f60228c4ed46,dmp/contributor/affiliation/business/business_id/,Business identifier,,Matched,84,0
161,f2df0e4e-9632-4d42-b3b4-2ac3ab3624be,dmp/contributor/affiliation/business/business_id/identifier,Identifier,Provide the identifier of the businness affiliated to the contributor.,Matched,100,100
162,3385193f-24df-4e96-8174-f60228c4ed46,dmp/contributor/affiliation/business/business_id/,Business identifier,,Matched,84,0
163,809506f7-8690-49c1-b393-9e3ccb42d855,dmp/contributor/affiliation/business/business_id/type,Type,,Matched,100,0
164,f2df0e4e-9632-4d42-b3b4-2ac3ab3624be,dmp/contributor/affiliation/business/business_id/identifier,Identifier,Provide the identifier of the businness affiliated to the contributor.,Matched,100,100
165,809506f7-8690-49c1-b393-9e3ccb42d855,dmp/contributor/affiliation/business/business_id/type,Type,,Matched,100,0
166,3385193f-24df-4e96-8174-f60228c4ed46,dmp/contributor/affiliation/business/business_id/,Business identifier,,Matched,84,0
167,72922719-b14c-413f-a251-b4eb46abb480,dmp/contributor/affiliation/business/,Businness,Information about the affiliated business of the contributor.,Matched,94,100
168,1caf89f2-4e2c-4895-8a0a-57d65eec6415,dmp/contributor/affiliation/business/name,Business name,Name of the business afiliated with the contributor.,Matched,100,100
169,72922719-b14c-413f-a251-b4eb46abb480,dmp/contributor/affiliation/business/,Businness,Information about the affiliated business of the contributor.,Matched,94,100
170,1caf89f2-4e2c-4895-8a0a-57d65eec6415,dmp/contributor/affiliation/business/name,Business name,Name of the business afiliated with the contributor.,Matched,100,100
171,68530470-1f1c-4448-8593-63a288713a66,dmp/contributor/affiliation/,Affiliation,,Matched,100,0
172,8587d5ce-b39d-4fa2-957c-8b7c7f96d593,dmp/contributor/affiliation/citizen_science_group_name,Citizen Science group name,"Provide the Citizen Science group name, if one.",Matched,100,100
173,72922719-b14c-413f-a251-b4eb46abb480,dmp/contributor/affiliation/business/,Businness,Information about the affiliated business of the contributor.,Matched,94,100
174,8587d5ce-b39d-4fa2-957c-8b7c7f96d593,dmp/contributor/affiliation/citizen_science_group_name,Citizen Science group name,"Provide the Citizen Science group name, if one.",Matched,100,100
175,68530470-1f1c-4448-8593-63a288713a66,dmp/contributor/affiliation/,Affiliation,,Matched,100,0
176,b0964862-9dc4-4042-b4b7-0849ade4f45a,dmp/contributor/affiliation/country/,Country,Country where the affiliated group operates,Matched,100,100
177,1a3f6305-7068-4879-b487-5d9b81727bb5,dmp/contributor/affiliation/country/country_name,Country name,,Matched,100,0
178,b0964862-9dc4-4042-b4b7-0849ade4f45a,dmp/contributor/affiliation/country/,Country,Country where the affiliated group operates,Matched,100,100
179,137b9af4-8e83-4857-9b9c-017c334e37c4,dmp/contributor/affiliation/country/country_code,Country code,Please provide the Alpha-2 code of the country.,Matched,100,100
180,137b9af4-8e83-4857-9b9c-017c334e37c4,dmp/contributor/affiliation/country/country_code,Country code,Please provide the Alpha-2 code of the country.,Matched,100,100
181,137b9af4-8e83-4857-9b9c-017c334e37c4,dmp/contributor/affiliation/country/country_code,Country code,Please provide the Alpha-2 code of the country.,Matched,100,100
182,1a3f6305-7068-4879-b487-5d9b81727bb5,dmp/contributor/affiliation/country/country_name,Country name,,Matched,100,0
183,b0964862-9dc4-4042-b4b7-0849ade4f45a,dmp/contributor/affiliation/country/,Country,Country where the affiliated group operates,Matched,100,100
184,137b9af4-8e83-4857-9b9c-017c334e37c4,dmp/contributor/affiliation/country/country_code,Country code,Please provide the Alpha-2 code of the country.,Matched,100,100
185,1a3f6305-7068-4879-b487-5d9b81727bb5,dmp/contributor/affiliation/country/country_name,Country name,,Matched,100,0
186,b0964862-9dc4-4042-b4b7-0849ade4f45a,dmp/contributor/affiliation/country/,Country,Country where the affiliated group operates,Matched,100,100
187,1a3f6305-7068-4879-b487-5d9b81727bb5,dmp/contributor/affiliation/country/country_name,Country name,,Matched,100,0
188,137b9af4-8e83-4857-9b9c-017c334e37c4,dmp/contributor/affiliation/country/country_code,Country code,Please provide the Alpha-2 code of the country.,Matched,100,100
189,68530470-1f1c-4448-8593-63a288713a66,dmp/contributor/affiliation/,Affiliation,,Matched,100,0
190,ff4c9f41-070a-407b-b0c8-ef92a6584d9b,dmp/contributor/affiliation/educational_institution/,Educational institution,Information about the educational institution affiliated to the contributor.,Matched,100,100
191,cc525a31-967a-4e43-8d67-a243ac5ffade,dmp/contributor/affiliation/educational_institution/department,Department,Provide the deparment ,Matched,100,58
192,cc525a31-967a-4e43-8d67-a243ac5ffade,dmp/contributor/affiliation/educational_institution/department,Department,Provide the deparment ,Matched,100,58
193,cc525a31-967a-4e43-8d67-a243ac5ffade,dmp/contributor/affiliation/educational_institution/department,Department,Provide the deparment ,Matched,100,58
194,ff4c9f41-070a-407b-b0c8-ef92a6584d9b,dmp/contributor/affiliation/educational_institution/,Educational institution,Information about the educational institution affiliated to the contributor.,Matched,100,100
195,5214b543-8e38-4c92-a26c-658e1f60f8aa,dmp/contributor/affiliation/educational_institution/name,Name,Name of the institution.,Matched,100,100
196,ff4c9f41-070a-407b-b0c8-ef92a6584d9b,dmp/contributor/affiliation/educational_institution/,Educational institution,Information about the educational institution affiliated to the contributor.,Matched,100,100
197,cc525a31-967a-4e43-8d67-a243ac5ffade,dmp/contributor/affiliation/educational_institution/department,Department,Provide the deparment ,Matched,100,58
198,5214b543-8e38-4c92-a26c-658e1f60f8aa,dmp/contributor/affiliation/educational_institution/name,Name,Name of the institution.,Matched,100,100
199,cc525a31-967a-4e43-8d67-a243ac5ffade,dmp/contributor/affiliation/educational_institution/department,Department,Provide the deparment ,Matched,100,58
200,ff4c9f41-070a-407b-b0c8-ef92a6584d9b,dmp/contributor/affiliation/educational_institution/,Educational institution,Information about the educational institution affiliated to the contributor.,Matched,100,100
201,19dd83f9-475e-45a4-b325-baa2fbdd18ea,dmp/contributor/affiliation/educational_institution/educational_institution_id/,Educational institution identifier,Identifier of the educational institution affiliated to the contributor.,Matched,94,94
202,fc23b641-8c60-4a23-a9af-3c50834ab71c,dmp/contributor/affiliation/educational_institution/educational_institution_id/identifier,Identifier,,Matched,100,0
203,6295a55d-48d7-4f3c-961a-45b38eeea41f,dmp/contributor/contributor_id/,ORCID Identifier,,Matched,47,0
204,f8b226d2-1959-4c23-ac70-bc00b59d2b97,dmp/contributor/contributor_id/identifier,Identifier,,Matched,100,0
205,6295a55d-48d7-4f3c-961a-45b38eeea41f,dmp/contributor/contributor_id/,ORCID Identifier,,Matched,47,0
206,3ad31416-f787-4187-b199-8ed1e9860b24,dmp/contributor/contributor_id/type,Type,Provide the type of the identigier,Matched,100,100
207,6295a55d-48d7-4f3c-961a-45b38eeea41f,dmp/contributor/contributor_id/,ORCID Identifier,,Matched,47,0
208,f8b226d2-1959-4c23-ac70-bc00b59d2b97,dmp/contributor/contributor_id/identifier,Identifier,,Matched,100,0
209,eb1aca76-a33b-4e2a-a872-83ab907b26dc,dmp/contributor/succession_plan,Succession,,Matched,100,0
210,eb1aca76-a33b-4e2a-a872-83ab907b26dc,dmp/contributor/succession_plan,Succession,,Matched,100,0
211,9799f0c0-6923-4961-a800-1bcb9c2375f5,dmp/contributor/affiliation/educational_institution/educational_institution_id/type,Type,Provide the type of the institution identifier.,Matched,100,100
212,8523a16f-e1c6-4485-ad3e-2366daaec9be,dmp/contributor/affiliation/federal_department_or_agency/,Federal department or agency,Provide information about the federal department or agency affiliated to the contributor.,Matched,100,100
